,Provincia,Edad Aprox.,Motivo Desaparción,Situación Actual,Sexo
9006,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9007,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9008,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9009,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9010,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9011,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9012,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9013,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9014,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9015,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9016,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9017,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9018,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9019,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9020,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9021,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9022,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9023,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9024,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9025,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9026,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9027,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9028,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9029,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9030,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9031,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9032,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9033,3,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9034,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9035,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9036,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9037,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9038,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9039,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9040,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9041,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9042,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9043,5,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9044,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9045,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9046,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9047,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9048,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9049,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9050,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9051,22,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9052,1,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9053,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9054,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9055,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9056,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9057,3,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9058,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9059,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9060,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9061,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9062,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9063,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9064,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9065,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9066,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9067,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9068,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9069,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9070,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9071,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9072,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9073,20,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9074,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9075,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9076,5,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9077,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9078,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9079,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9080,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9081,5,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9082,13,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9083,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9084,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9085,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9086,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9087,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9088,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9089,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9090,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9091,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9092,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9093,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9094,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9095,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9096,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9097,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9098,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9099,3,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9100,7,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9101,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9102,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9103,5,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9104,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9105,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9106,20,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9107,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9108,20,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9109,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9110,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9111,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9112,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9113,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9114,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9115,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9116,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9117,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9118,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9119,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9120,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9121,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9122,1,18,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9123,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9124,20,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9125,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9126,5,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9127,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9128,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9129,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9130,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9131,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9132,3,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9133,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9134,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9135,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9136,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9137,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9138,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9139,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9140,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9141,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9142,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9143,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9144,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9145,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9146,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9147,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9148,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9149,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9150,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9151,22,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9152,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9153,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9154,3,21,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9155,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9156,1,20,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9157,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9158,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9159,20,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9160,22,9,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9161,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9162,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9163,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9164,13,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9165,22,17,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9166,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9167,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9168,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9169,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9170,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9171,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9172,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9173,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9174,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9175,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9176,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9177,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9178,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9179,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9180,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9181,6,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9182,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9183,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9184,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9185,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9186,22,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9187,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9188,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9189,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9190,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9191,22,19,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9192,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9193,3,22,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9194,13,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9195,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9196,1,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9197,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9198,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9199,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9200,7,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9201,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9202,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9203,5,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9204,6,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9205,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9206,22,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9207,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9208,22,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9209,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9210,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9211,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9212,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9213,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9214,7,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9215,7,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9216,22,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9217,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9218,13,13,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9219,20,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9220,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9221,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9222,22,12,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9223,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9224,13,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9225,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9226,3,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9227,22,11,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9228,22,14,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9229,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9230,20,23,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9231,6,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9232,20,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,HOMBRE
9233,7,10,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9234,1,16,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9235,1,15,PROBLEMAS ACADÉMICOS,ENCONTRADO,MUJER
9236,19,7,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9237,19,11,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9238,4,52,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9239,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9240,21,5,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9241,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9242,19,8,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9243,4,61,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9244,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9245,1,50,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9246,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9247,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9248,3,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9249,2,27,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9250,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9251,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9252,4,51,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9253,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9254,18,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9255,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9256,1,52,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9257,1,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9258,21,4,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9259,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9260,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9261,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9262,18,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9263,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9264,4,20,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9265,21,3,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9266,19,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9267,1,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9268,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9269,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9270,2,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9271,4,63,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9272,18,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9273,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9274,4,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9275,1,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9276,1,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9277,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9278,1,19,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9279,19,5,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9280,19,6,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9281,8,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9282,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9283,1,27,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9284,17,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9285,1,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9286,1,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9287,19,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9288,17,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9289,18,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9290,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9291,4,48,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9292,21,6,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9293,19,4,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9294,17,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9295,17,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9296,8,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9297,17,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9298,19,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9299,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9300,8,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9301,18,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9302,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9303,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9304,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9305,19,4,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9306,19,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9307,1,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9308,18,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9309,17,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9310,1,29,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9311,4,58,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9312,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9313,22,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9314,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9315,1,23,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9316,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9317,19,6,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9318,1,25,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9319,6,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9320,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9321,19,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9322,17,20,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9323,1,66,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9324,8,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9325,18,22,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9326,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9327,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9328,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9329,19,10,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9330,8,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9331,12,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9332,1,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9333,19,6,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9334,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9335,19,14,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9336,1,60,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9337,2,24,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9338,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9339,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9340,1,26,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9341,1,13,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9342,17,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9343,1,66,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9344,19,12,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9345,12,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9346,21,4,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9347,1,16,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9348,1,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9349,8,21,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,HOMBRE
9350,3,15,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
9351,1,17,PROBLEMAS PSICOLÓGICOS,ENCONTRADO,MUJER
