Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
PICHINCHA;-0,3287859;-78,4289971;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;2/2/2023;ENCONTRADO;2/2/2023
EL ORO;-3,36426964;-79,84885812;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/1/2023;ENCONTRADO;30/1/2023
EL ORO;-3,879773;-80,061031;46;HOMBRE;FALLECIDO;ACCIDENTAL;2/2/2023;FALLECIDO;8/2/2023
LOJA;-3,99578131;-79,20747579;12;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;25/1/2023;ENCONTRADO;27/1/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,29013896;-79,19349487;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/1/2023;ENCONTRADO;4/2/2023
CHIMBORAZO;-1,6775352;-78,6586231;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;7/2/2023;ENCONTRADO;8/2/2023
PICHINCHA;-0,21857674;-78,51300666;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;8/2/2023;ENCONTRADO;9/2/2023
GUAYAS;-2,2123607;-79,9307658;17;MUJER;SIN_DATO;SIN_DATO;14/3/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,3270184;-78,5476296;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;8/2/2023
PICHINCHA;-0,33631811;-78,5415397;6;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;6/2/2023;ENCONTRADO;7/2/2023
PICHINCHA;-0,33631811;-78,5415397;10;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;6/2/2023;ENCONTRADO;7/2/2023
EL ORO;-3,25247492;-79,95949779;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/2/2023;ENCONTRADO;20/2/2023
AZUAY;-2,8959805;-78,9862609;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/2/2023;ENCONTRADO;9/2/2023
PICHINCHA;-0,16423437;-78,47282636;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;2/1/2023;ENCONTRADO;9/2/2023
GUAYAS;-2,11544522;-79,586279;9;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;8/2/2023;ENCONTRADO;8/2/2023
GUAYAS;-2,21014981;-79,88678455;47;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;4/2/2023;ENCONTRADO;14/2/2023
CHIMBORAZO;-1,672195;-78,6483496;18;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;1/2/2023;ENCONTRADO;9/2/2023
IMBABURA;0,3552973;-78,1250848;26;HOMBRE;EXTRAVIADA;HOSPITALIZADO;29/1/2023;ENCONTRADO;8/2/2023
MANABI;-0,841538;-80,50188;4;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,14876587;-78,44183564;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/2/2023;ENCONTRADO;9/2/2023
IMBABURA;0,34479692;-78,12647731;36;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/1/2023;ENCONTRADO;2/2/2023
IMBABURA;0,34479692;-78,12647731;33;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/1/2023;ENCONTRADO;2/2/2023
GUAYAS;-1,8621296;-79,9776421;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;8/2/2023;ENCONTRADO;8/2/2023
COTOPAXI;-0,91832981;-78,62295585;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/2/2023;ENCONTRADO;9/2/2023
COTOPAXI;-0,96989205;-78,70303521;29;HOMBRE;FALLECIDO;ACCIDENTAL;25/1/2023;FALLECIDO;28/1/2023
BOLIVAR;-1,7171101;-79,0362544;42;HOMBRE;SIN_DATO;SIN_DATO;5/2/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,0336635;-79,4506989;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;8/2/2023
IMBABURA;0,2266341;-78,2629276;29;MUJER;FALLECIDO;FEMICIDIO;2/2/2023;FALLECIDO;4/2/2023
GUAYAS;-2,2277542;-79,9395439;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/2/2023;ENCONTRADO;11/2/2023
SANTO DOMINGO DE LOS TSACHILAS;0,01983432;-79,39834057;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;2/3/2023;ENCONTRADO;28/3/2023
EL ORO;-3,43108344;-79,9869706;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;9/2/2023
MANABI;-0,3316551;-79,6052884;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;13/2/2023
TUNGURAHUA;-1,3928344;-78,4268758;2;MUJER;EXTRAVIADA;PERSONA EXTRAVIADA;9/2/2023;ENCONTRADO;10/2/2023
ZONA NO DELIMITADA;-2,34097341;-79,24397279;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/1/2023;ENCONTRADO;11/2/2023
PASTAZA;-1,48082317;-78,00107988;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;12/2/2023
AZUAY;-2,9001285;-79,0058965;23;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/1/2023;ENCONTRADO;11/2/2023
GUAYAS;-2,2533523;-79,8842826;42;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;7/2/2023;ENCONTRADO;11/2/2023
MORONA SANTIAGO;-2,3103411;-78,11987715;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/2/2023;ENCONTRADO;8/2/2023
PICHINCHA;-0,23766;-78,5150985;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/3/2023;ENCONTRADO;29/3/2023
MANABI;-0,38741224;-80,17667367;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/2/2023;ENCONTRADO;10/2/2023
GUAYAS;-2,1332819;-79,8660992;28;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;8/2/2023;ENCONTRADO;11/2/2023
ESMERALDAS;0,8470916;-79,9220686;18;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;7/2/2023;ENCONTRADO;8/2/2023
LOS RIOS;-1,0084408;-79,460432;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;9/2/2023;ENCONTRADO;11/2/2023
GUAYAS;-1,8907804;-79,5550787;30;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/2/2023;ENCONTRADO;11/2/2023
PICHINCHA;0,0411016;-78,2077368;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/1/2023;ENCONTRADO;12/2/2023
PICHINCHA;0,0411016;-78,2077368;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;27/1/2023;ENCONTRADO;12/2/2023
ESMERALDAS;0,95173932;-79,66216495;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;9/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24840396;-79,20321822;39;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/2/2023;ENCONTRADO;12/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24840396;-79,20321822;40;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/2/2023;ENCONTRADO;12/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24840396;-79,20321822;14;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;11/2/2023;ENCONTRADO;12/2/2023
PICHINCHA;-0,0940492;-78,4510101;34;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/3/2023;ENCONTRADO;10/4/2023
GUAYAS;-2,13120408;-79,93819039;3;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;13/4/2023
CHIMBORAZO;-1,70531828;-78,62226463;25;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/3/2023;ENCONTRADO;27/3/2023
MANABI;-0,4047096;-79,9057063;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;13/2/2023
TUNGURAHUA;-1,26520567;-78,62946837;27;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/2/2023;ENCONTRADO;11/2/2023
GUAYAS;-2,17556151;-79,80504803;21;MUJER;PROBLEMAS SOCIALES;DROGADICCION;3/2/2023;ENCONTRADO;13/2/2023
PICHINCHA;-0,1181102;-78,4404961;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;7/2/2023;ENCONTRADO;12/2/2023
TUNGURAHUA;-1,2164076;-78,5774408;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;13/2/2023
CHIMBORAZO;-1,66192143;-78,6587482;24;HOMBRE;FALLECIDO;ASESINATO;9/2/2023;FALLECIDO;10/2/2023
CHIMBORAZO;-1,6759441;-78,6552721;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/2/2023;ENCONTRADO;12/2/2023
CHIMBORAZO;-1,6650227;-78,6588786;39;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;11/2/2023;ENCONTRADO;13/2/2023
LOS RIOS;-1,0016783;-79,4711722;12;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/2/2023;ENCONTRADO;14/2/2023
SANTA ELENA;-2,22696466;-80,86458417;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;6/1/2023;ENCONTRADO;7/2/2023
LOS RIOS;-1,00998154;-79,47197763;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/2/2023;ENCONTRADO;13/2/2023
PICHINCHA;-0,327644;-78,5673547;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/1/2023;ENCONTRADO;7/2/2023
MANABI;-0,7842208;-80,2343302;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;5/2/2023;ENCONTRADO;13/2/2023
COTOPAXI;-0,94616478;-78,62041739;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/2/2023;ENCONTRADO;13/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2090544;-78,9021139;76;HOMBRE;FALLECIDO;ACCIDENTAL;15/2/2023;FALLECIDO;28/2/2023
GUAYAS;-2,2016579;-79,8870146;65;HOMBRE;SIN_DATO;SIN_DATO;21/2/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,0940492;-78,4510101;9;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/3/2023;ENCONTRADO;11/4/2023
PICHINCHA;-0,243905;-78,537306;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/1/2023;ENCONTRADO;14/2/2023
GUAYAS;-2,25474887;-79,87910235;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;14/2/2023
AZUAY;-2,90313706;-79,00668307;17;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,2774129;-78,4609854;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/3/2023;ENCONTRADO;29/3/2023
GUAYAS;-2,10495312;-79,93412018;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/1/2023;ENCONTRADO;14/2/2023
EL ORO;-3,25840268;-79,99053134;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;9/2/2023;ENCONTRADO;10/2/2023
GUAYAS;-2,6489978;-80,3767992;20;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/2/2023;ENCONTRADO;14/2/2023
AZUAY;-2,9153297;-79,0198935;14;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/2/2023;ENCONTRADO;14/2/2023
PICHINCHA;0,0411016;-78,2077368;21;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/2/2023;ENCONTRADO;14/2/2023
AZUAY;-3,06572171;-79,74778666;37;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/2/2023;ENCONTRADO;13/2/2023
AZUAY;-2,8996289;-79,0269628;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/1/2023;ENCONTRADO;15/2/2023
CHIMBORAZO;-2,2887976;-78,9237771;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/2/2023;ENCONTRADO;10/2/2023
CHIMBORAZO;-2,2887976;-78,9237771;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;7/2/2023;ENCONTRADO;10/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2391898;-79,17014213;53;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;14/2/2023;ENCONTRADO;15/2/2023
GUAYAS;-2,12468073;-79,93075132;60;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,1350023;-78,4382469;63;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;1/2/2023;ENCONTRADO;5/2/2023
GUAYAS;-2,18923713;-79,89069044;68;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;3/2/2023;ENCONTRADO;15/2/2023
GUAYAS;-2,12398853;-79,89219183;35;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/3/2023;ENCONTRADO;18/3/2023
MANABI;-0,841538;-80,50188;8;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;5/2/2023;ENCONTRADO;15/2/2023
CHIMBORAZO;-1,6083678;-78,730684;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/1/2023;ENCONTRADO;11/2/2023
EL ORO;-3,4438902;-79,96203021;41;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;8/2/2023;ENCONTRADO;15/2/2023
ZAMORA CHINCHIPE;-3,89117737;-78,78449651;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/2/2023;ENCONTRADO;14/2/2023
LOJA;-4,0207707;-79,2164531;3;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/1/2023;ENCONTRADO;23/2/2023
ORELLANA;-0,3013626;-76,8571063;25;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;2/2/2023;ENCONTRADO;15/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2391898;-79,17014213;51;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;14/2/2023;ENCONTRADO;15/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2391898;-79,17014213;26;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;14/2/2023;ENCONTRADO;15/2/2023
PICHINCHA;-0,1229685;-78,4967265;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,32059576;-78,56340413;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;20/1/2023;ENCONTRADO;5/2/2023
GUAYAS;-2,1503329;-79,6024115;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;13/2/2023;ENCONTRADO;16/2/2023
EL ORO;-3,18907574;-79,85556364;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;14/2/2023;ENCONTRADO;17/2/2023
CHIMBORAZO;-1,66417088;-78,6564367;39;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;17/3/2023;ENCONTRADO;8/4/2023
PICHINCHA;-0,2590715;-78,5291706;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;6/2/2023;ENCONTRADO;14/2/2023
ESMERALDAS;0,90856954;-79,69343146;33;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;21/1/2023;ENCONTRADO;9/2/2023
GUAYAS;-2,1284813;-79,9986401;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/1/2023;ENCONTRADO;16/2/2023
AZUAY;-2,91457549;-78,96297246;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;15/2/2023
IMBABURA;0,30234722;-78,26567382;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;10/2/2023;ENCONTRADO;16/2/2023
MANABI;-0,34645534;-79,60697964;33;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;16/2/2023
LOJA;-3,98107236;-79,19442179;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/3/2023;ENCONTRADO;29/3/2023
ESMERALDAS;0,89740461;-79,71300654;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/2/2023;ENCONTRADO;15/2/2023
GUAYAS;-2,25185481;-79,92239378;51;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;7/2/2023;ENCONTRADO;15/2/2023
TUNGURAHUA;-1,2164076;-78,5774408;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;18/2/2023
IMBABURA;0,38225321;-78,109051;21;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/2/2023;ENCONTRADO;17/2/2023
GUAYAS;-2,2028553;-79,9116221;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;10/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-2,08487278;-79,96628523;36;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;4/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-2,3286839;-79,4056784;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/1/2023;ENCONTRADO;4/4/2023
PICHINCHA;-0,1831118;-78,3555482;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;9/2/2023;ENCONTRADO;15/2/2023
CHIMBORAZO;-1,66436157;-78,63530977;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/2/2023;ENCONTRADO;16/2/2023
ORELLANA;-0,3013626;-76,8571063;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;20/2/2023
ESMERALDAS;0,32936892;-79,46171163;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/2/2023;ENCONTRADO;16/2/2023
GUAYAS;-1,37292421;-79,89837657;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/2/2023;ENCONTRADO;22/2/2023
EL ORO;-3,123121;-79,8406679;16;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;30/1/2023;ENCONTRADO;16/2/2023
BOLIVAR;-1,66470943;-79,04066563;78;HOMBRE;EXTRAVIADA;HOSPITALIZADO;13/2/2023;ENCONTRADO;17/2/2023
PASTAZA;-1,45784234;-77,90590808;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;16/2/2023
TUNGURAHUA;-1,28037;-78,6370367;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;18/2/2023
COTOPAXI;-0,94444457;-78,58734701;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;16/2/2023
COTOPAXI;-0,92550312;-78,6139144;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;14/2/2023;ENCONTRADO;15/2/2023
EL ORO;-3,292249;-79,9024779;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;17/2/2023
PICHINCHA;-0,2113598;-78,5213601;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;18/2/2023
IMBABURA;0,2343005;-78,2610672;49;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;16/2/2023
MANABI;-0,9457326;-80,6357184;24;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/1/2023;ENCONTRADO;18/2/2023
MANABI;-0,9457326;-80,6357184;45;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/1/2023;ENCONTRADO;18/2/2023
MANABI;-0,9457326;-80,6357184;22;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/1/2023;ENCONTRADO;18/2/2023
EL ORO;-3,25295072;-79,94791746;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;18/2/2023
GUAYAS;-2,09949189;-79,96049568;43;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;28/1/2023;ENCONTRADO;20/3/2023
LOS RIOS;-1,67017301;-79,71482045;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;6/2/2023;ENCONTRADO;16/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25908528;-79,15953468;36;MUJER;PROBLEMAS SOCIALES;DELINCUENCIA;15/2/2023;ENCONTRADO;16/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25908528;-79,15953468;34;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;15/2/2023;ENCONTRADO;16/2/2023
TUNGURAHUA;-1,2330962;-78,6200129;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;18/2/2023
AZUAY;-2,9135617;-79,0308246;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;17/2/2023
LOJA;-4,0059411;-79,2033336;34;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;17/2/2023;ENCONTRADO;19/2/2023
MANABI;-1,0503914;-80,6605347;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;17/2/2023;ENCONTRADO;18/2/2023
LOJA;-3,9732528;-79,2159316;36;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;15/2/2023;ENCONTRADO;18/2/2023
PICHINCHA;-0,1219249;-78,5005467;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;17/2/2023
LOJA;-3,9819625;-79,2126673;48;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;13/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,24161746;-78,52890886;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;18/2/2023
MORONA SANTIAGO;-2,3074378;-78,1202307;7;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/1/2023;ENCONTRADO;19/2/2023
AZUAY;-2,87661815;-79,04517712;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;20/2/2023
ZAMORA CHINCHIPE;-4,00129496;-78,6403992;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/1/2023;ENCONTRADO;17/2/2023
PICHINCHA;-0,1806532;-78,4678382;45;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;19/2/2023;ENCONTRADO;20/2/2023
PICHINCHA;-0,30784762;-78,52700066;38;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;16/2/2023;ENCONTRADO;19/2/2023
PICHINCHA;-0,1868828;-78,4829412;44;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;18/2/2023;ENCONTRADO;19/2/2023
GUAYAS;-2,09388605;-79,96836259;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/2/2023;ENCONTRADO;20/2/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,2255805;-79,1904065;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;8/2/2023;ENCONTRADO;15/2/2023
SANTO DOMINGO DE LOS TSACHILAS;0,0091672;-79,391605;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;13/1/2023;ENCONTRADO;20/2/2023
TUNGURAHUA;-1,27488429;-78,60638116;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;14/2/2023;ENCONTRADO;20/2/2023
LOS RIOS;-1,5703463;-79,4645478;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/2/2023;ENCONTRADO;18/2/2023
GUAYAS;-2,15021038;-79,82568316;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/2/2023;ENCONTRADO;20/2/2023
GUAYAS;-2,14176756;-79,87908747;33;HOMBRE;FALLECIDO;NO DETERMINADA;10/2/2023;FALLECIDO;18/2/2023
MORONA SANTIAGO;-2,3074378;-78,1202307;20;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;5/2/2023;ENCONTRADO;20/2/2023
PICHINCHA;-0,1892967;-78,5044691;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;3/2/2023;ENCONTRADO;17/2/2023
CARCHI;0,82278225;-77,70768821;40;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;7/2/2023;ENCONTRADO;18/2/2023
GUAYAS;-2,13327666;-79,96867946;27;HOMBRE;FALLECIDO;NO DETERMINADA;22/3/2023;FALLECIDO;28/3/2023
PICHINCHA;-0,12377461;-78,51072141;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/2/2023;ENCONTRADO;15/3/2023
PICHINCHA;-0,29323518;-78,54967366;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;3/2/2023;ENCONTRADO;9/3/2023
PICHINCHA;-0,5171654;-78,5807401;10;HOMBRE;PROBLEMAS SOCIALES;MIGRACION;3/2/2023;ENCONTRADO;16/2/2023
PICHINCHA;-0,5171654;-78,5807401;8;MUJER;PROBLEMAS SOCIALES;MIGRACION;3/2/2023;ENCONTRADO;16/2/2023
